date,text,emotion_label,sentiment_label,sentiment_score
2017-07-17 12:43:05,Hey  well I have a problem. There is this guy in my life the reason am saying guy is I don't know what we are. This started a little back but then it was just hookups and I was fine with it u can call it friends with benefits...so I think he got a girlfriend so we never meet up then stopped calling then after a while he got some things on his plate all around family... So now he calls again and started to be there but in a not so comfortable for me but I go with it I did it twice but not dat happy the second time so am trapped I don't know how to say no I know he doesn't want anything serious with me so what should I do am lost,disappointment,NEGATIVE,0.9970381259918213
2017-07-17 18:08:35,"I'm losing trust in people It sucks. I can't have people around me if I don't trust them fully. And people I trusted blindly ended up being not so trustworthy. I might be becoming a monster. Monsters are never born, they are created.",disappointment,NEGATIVE,0.9987176656723022
2017-07-17 18:16:28,This is to my fellow human being up there. To let u knw that u r not alone nd that becoming a monster is not the answer. Try to find that one person in ur life who still hasn't betrayed u yet nd stay cool nd amazing for that one person.,neutral,POSITIVE,0.9497898817062378
2017-07-18 09:47:47,"i nutted so fast one time i had to lie n to tell the girl her p***sy stink, she left crying. It was either me or her and i chose me.",neutral,NEGATIVE,0.9895660877227783
2017-07-18 10:16:02,"""When my wife and I do it, I'm usually the one who starts things up. Well, one very hot night she walked up behind me, pressed her body against mine and very casually reached around and began to undo the buttons on my shirt. She caressed my chest, undid my belt, opened my pants and slid her hand inside. She went on to slowly take my clothes off, all the while fondling me. I'd never been stripped before, and I'll never forget it.""",neutral,POSITIVE,0.9907447695732117
2017-07-18 10:34:45,I'm finding it very difficult to let go. Although I say it's for the better and that I kept dragging around wats bringing me down and that if I just let go I'd be set free. Still it's F-ing hard. It's Hard coz I've invested so much energy in that relationship. I've loved nd I've been hurt nd I've forgiven nd I've stalked till the ends of the world. Now I'm supposed to view all that as a waste??? It just doesn't make sense life doesn't make sense. The world is an F-ed up place. I'm to delicate for it. Of all the  peeps I'm finding it difficult to let go that one person who has been there for me all those times. Why did he have to become an idiot? Why did they have to become basic hoes? What pains me the most is as much as I loved them now I hate them. Losing all that love at once created a hole where there shrine used to be in my heart.,sadness,NEGATIVE,0.9976677298545837
2017-07-18 10:54:19,"The Hell!!!! I take it back it's not hard at all like at all. I just remembered what they did. They basic hoes. I ain't gonna feel bad abt all of this. Ain't nobody got time for that.  moving on this Bot is F-ing awesome. Anonymous platform where you can vent abt literally anything. Who ever created this channel, respect.",admiration,POSITIVE,0.9898000359535217
2017-07-18 22:56:14,Harassed?Molested? Taken advantage of?..people go through worse right?...the degree is not the same. I never felt like i had the right to complain. Help me find my voice.,curiosity,NEGATIVE,0.9982712268829346
2017-07-19 02:23:24,"Im soo happy there is finally a comment section.
We can give helpful advice to people who need it.",joy,POSITIVE,0.995370090007782
2017-07-19 05:52:12,I have been deeply in love wiz someone for quite a while now,love,NEGATIVE,0.9905596375465393
